# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
W3030D00230	Gene_22066_24327	W303_0D00230	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
W3030D00240	Gene_24756_25016	W303_0D00240	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
W3030D00250	Gene_25242_26120	W303_0D00250	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
W3030D00260	Gene_26886_27947	W303_0D00260	protein_coding	0	0	3	2	0	0	0	2	0	3	0	0	0	0	0	0
W3030D00270	Gene_28426_31194	W303_0D00270	protein_coding	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	3
W3030D00280	Gene_31649_32338	W303_0D00280	protein_coding	0	0	2	4	0	0	0	3	0	2	0	0	0	0	0	1
W3030D00290	Gene_32788_34710	W303_0D00290	protein_coding	0	1	0	3	0	0	0	3	0	0	0	0	0	0	1	0
W3030D00300	Gene_35037_36587	W303_0D00300	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	3
W3030D00310	Gene_36849_38198	W303_0D00310	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	1
W3030D00320	Gene_39067_40653	W303_0D00320	protein_coding	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0
W3030D00330	Gene_42322_43422	W303_0D00330	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	1
W3030D00340	Gene_44049_45140	W303_0D00340	protein_coding	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	1
W3030D00350	Gene_45717_46391	W303_0D00350	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
W3030D00360	Gene_46632_47402	W303_0D00360	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
W3030D00370	Gene_48196_49767	W303_0D00370	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
W3030D00380	Gene_51179_54691	W303_0D00380	protein_coding	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	1
W3030D00390	Gene_55465_56964	W303_0D00390	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
W3030D00400	Gene_57403_59679	W303_0D00400	protein_coding	0	0	5	1	0	0	0	1	0	5	0	0	0	0	0	0
W3030D00410	Gene_60075_60785	W303_0D00410	protein_coding	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	5
W3030D00420	Gene_61026_64142	W303_0D00420	protein_coding	0	1	0	5	0	0	0	0	0	0	0	0	0	0	1	5
W3030D00430	Gene_65983_67776	W303_0D00430	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030D00460	Gene_73462_74805	W303_0D00460	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0
W3030D00470	Gene_75280_75783	W303_0D00470	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9
W3030D00480	Gene_76140_78179	W303_0D00480	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9
W3030D00490	Gene_78426_79040	W303_0D00490	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9
W3030D00500	Gene_79046_79273	W303_0D00500	protein_coding	1	1	6	1	0	0	0	1	0	6	0	1	0	0	1	0
W3030D00510	Gene_79621_80454	W303_0D00510	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9
W3030D00520	Gene_80626_83148	W303_0D00520	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0
W3030D00530	Gene_83244_84650	W303_0D00530	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0
W3030E00100	Gene_3142_3474	W303_0E00100	protein_coding	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	39
W3030E00110	Gene_3881_5932	W303_0E00110	protein_coding	0	0	0	59	0	0	0	20	0	0	0	0	0	0	0	39
W3030E00120	Gene_6768_8498	W303_0E00120	protein_coding	0	0	0	27	0	0	0	26	0	0	0	0	0	0	0	1
W3030E00130	Gene_8719_9741	W303_0E00130	protein_coding	1	0	0	43	0	0	0	43	1	0	0	0	0	0	0	0
W3030E00140	Gene_10168_10989	W303_0E00140	protein_coding	0	9	14	24	0	0	0	1	0	14	0	0	0	0	9	23
W3030E00150	Gene_11633_13825	W303_0E00150	protein_coding	0	0	0	67	0	0	0	41	0	0	0	0	0	0	0	26
W3030E00160	Gene_14059_16815	W303_0E00160	protein_coding	1	13	17	41	0	0	0	26	0	17	0	1	0	0	13	15
W3030E00170	Gene_16993_17298	W303_0E00170	protein_coding	0	1	0	45	0	0	0	5	0	0	0	0	0	0	1	40
W3030E00180	Gene_17398_17586	W303_0E00180	protein_coding	0	0	0	46	0	0	0	41	0	0	0	0	0	0	0	5
W3030E00190	Gene_17731_18633	W303_0E00190	protein_coding	0	0	0	46	0	0	0	5	0	0	0	0	0	0	0	41
W3030E00200	Gene_18683_19288	W303_0E00200	protein_coding	0	0	0	46	0	0	0	41	0	0	0	0	0	0	0	5
W3030E00210	Gene_19440_21779	W303_0E00210	protein_coding	2	2	1	40	0	0	0	0	1	1	0	1	0	0	2	40
W3030E00220	Gene_22070_24127	W303_0E00220	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0
W3030E00230	Gene_24863_26293	W303_0E00230	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
W3030E00240	Gene_26705_27796	W303_0E00240	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030E00250	Gene_28006_29937	W303_0E00250	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
W3030E00260	Gene_30085_33042	W303_0E00260	protein_coding	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2
W3030E00270	Gene_33370_34473	W303_0E00270	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
W3030E00280	Gene_34821_35678	W303_0E00280	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	3
W3030E00290	Gene_35952_38198	W303_0E00290	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	1
W3030E00300	Gene_39065_40756	W303_0E00300	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
W3030E00310	Gene_41286_43034	W303_0E00310	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030E00320	Gene_43324_44196	W303_0E00320	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030E00330	Gene_44657_46969	W303_0E00330	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030E00370	Gene_53160_55721	W303_0E00370	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030E00380	Gene_55959_56714	W303_0E00380	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030E00390	Gene_57585_57995	W303_0E00390	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
W3030E00400	Gene_61209_62735	W303_0E00400	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	1
W3030E00410	Gene_63259_64968	W303_0E00410	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
W3030E00420	Gene_65304_65945	W303_0E00420	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
W3030E00430	Gene_66071_66754	W303_0E00430	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
W3030E00440	Gene_66945_69008	W303_0E00440	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
W3030E00450	Gene_69227_70657	W303_0E00450	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
W3030E00600	Gene_110552_111736	W303_0E00600	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030E00610	Gene_111997_113943	W303_0E00610	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030E00620	Gene_114205_115239	W303_0E00620	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030E00630	Gene_115437_118880	W303_0E00630	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
W3030E00640	Gene_119354_121798	W303_0E00640	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030F00100	Gene_888_4328	W303_0F00100	protein_coding	4	2	3	31	0	0	0	24	4	3	1	0	0	1	1	7
W3030F00110	Gene_4636_7455	W303_0F00110	protein_coding	0	0	0	48	0	0	0	15	0	0	0	0	0	0	0	33
W3030F00120	Gene_7616_7984	W303_0F00120	protein_coding	0	0	0	16	0	0	0	15	0	0	0	0	0	0	0	1
W3030F00130	Gene_8216_8902	W303_0F00130	protein_coding	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	15
W3030F00140	Gene_10114_10804	W303_0F00140	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	15
W3030F00150	Gene_10977_12080	W303_0F00150	protein_coding	0	0	0	15	0	0	0	15	0	0	0	0	0	0	0	0
W3030F00160	Gene_12269_13126	W303_0F00160	protein_coding	0	0	0	16	0	0	0	15	0	0	0	0	0	0	0	1
W3030F00170	Gene_14250_16301	W303_0F00170	protein_coding	0	0	0	13	0	0	0	10	0	0	0	0	0	0	0	3
W3030F00180	Gene_17421_19427	W303_0F00180	protein_coding	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	0
W3030F00190	Gene_20273_22333	W303_0F00190	protein_coding	0	0	1	4	0	1	0	1	0	0	0	0	0	0	0	3
W3030F00200	Gene_22850_26713	W303_0F00200	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	0	0	1	4
W3030F00210	Gene_26977_29319	W303_0F00210	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	2
W3030F00220	Gene_29559_31634	W303_0F00220	protein_coding	0	0	0	14	0	0	0	13	0	0	0	0	0	0	0	1
W3030F00230	Gene_31904_32140	W303_0F00230	protein_coding	0	0	1	12	0	0	1	12	0	0	0	0	0	0	0	0
W3030F00240	Gene_32471_33919	W303_0F00240	protein_coding	1	0	0	12	0	0	0	1	1	0	0	0	0	0	0	11
W3030F00250	Gene_33951_34790	W303_0F00250	protein_coding	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	11
W3030F00260	Gene_35564_37120	W303_0F00260	protein_coding	3	4	3	4	0	0	0	1	0	3	0	3	0	0	4	3
W3030F00270	Gene_37429_38145	W303_0F00270	protein_coding	0	0	0	13	0	0	0	12	0	0	0	0	0	0	0	1
W3030F00280	Gene_38465_38803	W303_0F00280	protein_coding	0	0	0	12	0	0	0	11	0	0	0	0	0	0	0	1
W3030F00290	Gene_39209_42292	W303_0F00290	protein_coding	0	0	1	11	0	0	0	0	0	1	0	0	0	0	0	11
W3030F00300	Gene_43048_43218	W303_0F00300	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
W3030F00310	Gene_44197_45495	W303_0F00310	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
W3030F00320	Gene_45599_48241	W303_0F00320	protein_coding	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	1
W3030F00330	Gene_48479_48877	W303_0F00330	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
W3030F00340	Gene_48969_53018	W303_0F00340	protein_coding	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	1
W3030F00350	Gene_53237_56581	W303_0F00350	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
W3030F00360	Gene_57118_59802	W303_0F00360	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2
W3030F00370	Gene_59947_62148	W303_0F00370	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2
W3030F00380	Gene_62363_63589	W303_0F00380	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1
W3030F00390	Gene_64693_66135	W303_0F00390	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
W3030F00400	Gene_67079_68125	W303_0F00400	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
W3030F00410	Gene_68317_69045	W303_0F00410	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
W3030F00420	Gene_69143_70174	W303_0F00420	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030F00440	Gene_73480_74517	W303_0F00440	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
W3030F00450	Gene_75087_79157	W303_0F00450	protein_coding	0	1	1	5	0	0	0	0	0	1	0	0	0	0	1	5
W3030F00460	Gene_79617_80153	W303_0F00460	protein_coding	1	0	4	2	0	0	0	0	0	4	0	1	0	0	0	2
W3030F00470	Gene_80346_82319	W303_0F00470	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0
W3030F00480	Gene_82535_84331	W303_0F00480	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0
W3030F00490	Gene_84554_84616	W303_0F00490	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
W3030F00610	Gene_104514_105521	W303_0F00610	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030F00620	Gene_105708_107519	W303_0F00620	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030F00630	Gene_108332_110755	W303_0F00630	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
W3030F00640	Gene_111507_112382	W303_0F00640	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030F00650	Gene_112491_113141	W303_0F00650	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030F00660	Gene_113998_114894	W303_0F00660	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030F00690	Gene_119869_121398	W303_0F00690	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030F00700	Gene_121767_122282	W303_0F00700	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030F00710	Gene_124148_125815	W303_0F00710	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
W3030F00720	Gene_126282_131912	W303_0F00720	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
W3030F00730	Gene_133091_134524	W303_0F00730	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
W3030F00740	Gene_135084_136022	W303_0F00740	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030F00750	Gene_136803_139256	W303_0F00750	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030F00930	Gene_175607_176580	W303_0F00930	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030F00940	Gene_176577_177038	W303_0F00940	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030F00950	Gene_177709_179271	W303_0F00950	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030F00960	Gene_179504_181096	W303_0F00960	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030F00970	Gene_181605_182366	W303_0F00970	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030F00980	Gene_183013_184209	W303_0F00980	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030F00990	Gene_184853_189622	W303_0F00990	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030G00100	Gene_723_2840	W303_0G00100	protein_coding	0	1	0	49	0	0	0	48	0	0	0	0	0	0	1	1
W3030G00110	Gene_3327_4748	W303_0G00110	protein_coding	0	0	0	50	0	0	0	1	0	0	0	0	0	0	0	49
W3030G00120	Gene_6311_8446	W303_0G00120	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
W3030G00130	Gene_11705_12928	W303_0G00130	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030G00140	Gene_14579_15559	W303_0G00140	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
W3030G00150	Gene_19436_21286	W303_0G00150	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1
W3030G00160	Gene_22417_23361	W303_0G00160	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030G00170	Gene_24027_27887	W303_0G00170	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030G00200	Gene_31743_33614	W303_0G00200	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0
W3030G00210	Gene_33902_35356	W303_0G00210	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8
W3030G00220	Gene_36366_39440	W303_0G00220	protein_coding	0	4	4	0	0	0	0	0	0	4	0	0	0	0	4	0
W3030G00230	Gene_39626_43498	W303_0G00230	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0
W3030G00240	Gene_44360_45175	W303_0G00240	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0
W3030G00250	Gene_45310_46158	W303_0G00250	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0
W3030G00260	Gene_46209_47012	W303_0G00260	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7
W3030G00270	Gene_47254_50556	W303_0G00270	protein_coding	1	4	2	0	0	0	0	0	1	2	0	0	0	0	4	0
W3030G00280	Gene_50907_52805	W303_0G00280	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7
W3030G00290	Gene_53138_60562	W303_0G00290	protein_coding	0	1	2	7	0	0	0	7	0	2	0	0	0	0	1	0
W3030G00300	Gene_61133_64576	W303_0G00300	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
W3030G00360	Gene_75998_77014	W303_0G00360	protein_coding	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	257
W3030G00370	Gene_77292_77669	W303_0G00370	protein_coding	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	257
W3030G00380	Gene_78167_79771	W303_0G00380	protein_coding	0	0	0	257	0	0	0	257	0	0	0	0	0	0	0	0
W3030G00390	Gene_80079_80682	W303_0G00390	protein_coding	0	0	0	257	0	0	0	257	0	0	0	0	0	0	0	0
W3030G00400	Gene_81846_83045	W303_0G00400	protein_coding	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	257
W3030G00410	Gene_83367_85928	W303_0G00410	protein_coding	0	0	0	257	0	0	0	257	0	0	0	0	0	0	0	0
W3030G00640	Gene_141656_142741	W303_0G00640	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030G00650	Gene_143521_143829	W303_0G00650	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030G00660	Gene_144995_146203	W303_0G00660	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030G00670	Gene_146538_148052	W303_0G00670	protein_coding	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
W3030G00680	Gene_150634_151071	W303_0G00680	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030G00690	Gene_151181_151816	W303_0G00690	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030G00710	Gene_155978_156577	W303_0G00710	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
W3030G00720	Gene_156821_158707	W303_0G00720	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
W3030G00730	Gene_158966_159700	W303_0G00730	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
W3030G00740	Gene_161007_161750	W303_0G00740	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
W3030G00750	Gene_162262_163275	W303_0G00750	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
W3030G00760	Gene_163889_164797	W303_0G00760	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
W3030G00770	Gene_164957_166174	W303_0G00770	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
W3030G00820	Gene_174191_175582	W303_0G00820	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030G00830	Gene_175925_176584	W303_0G00830	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030G00840	Gene_177088_177684	W303_0G00840	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030G00850	Gene_178200_179846	W303_0G00850	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030G00860	Gene_180380_181990	W303_0G00860	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
W3030G00870	Gene_182249_182458	W303_0G00870	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030G00880	Gene_182732_183127	W303_0G00880	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030G00890	Gene_183403_183738	W303_0G00890	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030G00900	Gene_183906_186086	W303_0G00900	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030H00100	Gene_1448_7051	W303_0H00100	protein_coding	5	6	4	4138	0	0	0	11	5	4	0	0	0	0	6	4127
W3030H00110	Gene_7426_8829	W303_0H00110	protein_coding	1	5	4	8	0	0	0	3	0	4	0	1	0	0	5	5
W3030H00120	Gene_8959_11493	W303_0H00120	protein_coding	0	0	1	13	1	0	0	10	0	0	0	0	0	0	0	3
W3030H00130	Gene_11877_18464	W303_0H00130	protein_coding	1	2	0	12	0	0	0	11	1	0	0	0	0	0	2	1
W3030H00140	Gene_19085_20758	W303_0H00140	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
W3030H00150	Gene_21123_22076	W303_0H00150	protein_coding	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
W3030H00160	Gene_22538_23566	W303_0H00160	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030H00170	Gene_24381_26411	W303_0H00170	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030H00290	Gene_42169_43659	W303_0H00290	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030H00300	Gene_43952_45322	W303_0H00300	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030H00310	Gene_46125_47531	W303_0H00310	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030H00320	Gene_47855_49831	W303_0H00320	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
W3030H00330	Gene_50119_52668	W303_0H00330	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030H00340	Gene_53256_55337	W303_0H00340	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030H00520	Gene_89045_92143	W303_0H00520	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030H00530	Gene_92631_95321	W303_0H00530	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030H00540	Gene_95927_96703	W303_0H00540	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030H00550	Gene_97310_98998	W303_0H00550	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030H00560	Gene_99394_99531	W303_0H00560	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030H00570	Gene_100473_101144	W303_0H00570	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030H00750	Gene_134625_137330	W303_0H00750	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030H00760	Gene_137983_139338	W303_0H00760	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
W3030H00770	Gene_139414_140490	W303_0H00770	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030H00780	Gene_141326_143791	W303_0H00780	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
W3030H00790	Gene_144587_145804	W303_0H00790	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030H00800	Gene_146182_148302	W303_0H00800	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
W3030H00990	Gene_182745_185351	W303_0H00990	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
W3030H01000	Gene_185430_186770	W303_0H01000	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
W3030H01010	Gene_187155_189506	W303_0H01010	protein_coding	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
W3030H01020	Gene_191556_192476	W303_0H01020	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
W3030H01030	Gene_192734_193360	W303_0H01030	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
W3030I00100	Gene_669_1661	W303_0I00100	protein_coding	2	1	4	25	0	0	0	7	2	4	0	0	0	0	1	18
W3030I00110	Gene_2435_3403	W303_0I00110	protein_coding	1	0	0	31	0	0	0	0	1	0	0	0	0	0	0	31
W3030I00120	Gene_3723_4439	W303_0I00120	protein_coding	0	0	0	33	0	0	0	1	0	0	0	0	0	0	0	32
W3030I00130	Gene_4689_5393	W303_0I00130	protein_coding	0	0	0	33	0	0	0	32	0	0	0	0	0	0	0	1
W3030I00140	Gene_5866_8007	W303_0I00140	protein_coding	0	0	0	25	0	0	0	14	0	0	0	0	0	0	0	11
W3030I00150	Gene_8513_12919	W303_0I00150	protein_coding	2	1	8	3	0	0	0	0	1	8	0	1	0	0	1	3
W3030I00160	Gene_13253_15271	W303_0I00160	protein_coding	0	1	1	12	0	0	0	11	0	1	0	0	0	0	1	1
W3030I00170	Gene_16252_18111	W303_0I00170	protein_coding	1	0	0	13	0	0	0	1	1	0	0	0	0	0	0	12
W3030I00180	Gene_18511_22062	W303_0I00180	protein_coding	0	0	0	9	0	0	0	6	0	0	0	0	0	0	0	3
W3030I00190	Gene_22228_22908	W303_0I00190	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6
W3030I00200	Gene_23180_23992	W303_0I00200	protein_coding	0	2	2	2	0	0	0	0	0	2	0	0	0	0	2	2
W3030I00210	Gene_24518_25180	W303_0I00210	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6
W3030I00220	Gene_25704_26066	W303_0I00220	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6
W3030I00230	Gene_28128_29432	W303_0I00230	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
