#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JRIU01000396.1	1	4047	6223	3379	83.4939	222.438	39	58.1
JRIU01000395.1	1	314	569	312	99.3631	207.245	38.8	50.1
JRIU01000394.1	1	3612	10314	3612	100	404.006	39	58.6
JRIU01000393.1	1	250	1494	250	100	603.524	38.8	59.9
JRIU01000392.1	1	2426	6910	2426	100	400.526	38.9	59.3
JRIU01000391.1	1	255	206	255	100	96	39	55.2
JRIU01000390.1	1	1850	821	1184	64	57.6876	38.9	45.3
JRIU01000389.1	1	306	295	306	100	106.222	38.7	51.9
JRIU01000388.1	1	1501	422	891	59.3604	33.5103	39	52.4
JRIU01000387.1	1	366	197	366	100	46.0464	39.1	36.5
JRIU01000386.1	1	2079	1850	1509	72.583	126.726	39	59.3
JRIU01000385.1	1	768	597	768	100	104.23	39	56.1
JRIU01000384.1	1	908	482	908	100	73.4681	39	59.1
JRIU01000383.1	1	2264	2323	1509	66.6519	138.263	38.9	59.8
JRIU01000382.1	1	325	221	325	100	92.5015	38.9	59.9
JRIU01000381.1	1	2028	1360	1339	66.0256	92.3462	39	59.9
JRIU01000380.1	1	3356	1941	2253	67.1335	68.93	38.8	53
JRIU01000379.1	1	319	84	319	100	38.1755	39.4	59.2
JRIU01000378.1	1	2401	763	1223	50.9371	43.5631	39.1	59.4
JRIU01000377.1	1	263	128	263	100	60.6046	38.7	52.6
JRIU01000376.1	1	766	567	766	100	93.7624	38.9	56.2
JRIU01000375.1	1	2465	909	1783	72.3327	48.1704	38.9	42.1
JRIU01000374.1	1	746	396	746	100	74.4223	38.9	59.5
JRIU01000373.1	1	967	639	635	65.667	85.6805	38.9	59.6
JRIU01000372.1	1	844	1070	844	100	158.557	38.9	57.6
