satellite_gene_id	satellite_gene_name	erg_gene_id	erg_gene_name	scaffold	distance	distance_kb	relative_position	satellite_start	satellite_end	erg_start	erg_end	satellite_product	zone
	YJR054W		YML008C	w303_scaffold_16	76495	76.5	upstream	174612	175670	252165	253316	hypothetical protein	satellite
	YML046W		YML008C	w303_scaffold_16	74207	74.21	upstream	176069	177958	252165	253316	hypothetical protein	satellite
			YML008C	w303_scaffold_16	73602	73.6	upstream	178493	178563	252165	253316		satellite
			YML008C	w303_scaffold_16	71787	71.79	upstream	179056	180378	252165	253316	hypothetical protein	satellite
			YML008C	w303_scaffold_16	66205	66.2	upstream	184638	185960	252165	253316	hypothetical protein	satellite
	YML043C		YML008C	w303_scaffold_16	60221	60.22	upstream	190421	191944	252165	253316	hypothetical protein	satellite
	YML042W		YML008C	w303_scaffold_16	57187	57.19	upstream	192966	194978	252165	253316	hypothetical protein	satellite
	YML041C		YML008C	w303_scaffold_16	56232	56.23	upstream	195091	195933	252165	253316	hypothetical protein	satellite
			YML008C	w303_scaffold_16	55817	55.82	upstream	196246	196348	252165	253316		satellite
			YML008C	w303_scaffold_16	54037	54.04	upstream	196806	198128	252165	253316	hypothetical protein	satellite
	YKL043W		YML008C	w303_scaffold_16	50246	50.25	downstream	303562	305916	252165	253316	hypothetical protein	satellite
	YMR017W		YML008C	w303_scaffold_16	54497	54.5	downstream	307813	309006	252165	253316	hypothetical protein	satellite
	YMR018W		YML008C	w303_scaffold_16	57215	57.22	downstream	310531	312075	252165	253316	hypothetical protein	satellite
	YMR019W		YML008C	w303_scaffold_16	59163	59.16	downstream	312479	315328	252165	253316	hypothetical protein	satellite
	YMR020W		YML008C	w303_scaffold_16	62384	62.38	downstream	315700	317226	252165	253316	hypothetical protein	satellite
	YMR021C		YML008C	w303_scaffold_16	64172	64.17	downstream	317488	318741	252165	253316	hypothetical protein	satellite
	YMR022W		YML008C	w303_scaffold_16	65687	65.69	downstream	319003	319500	252165	253316	hypothetical protein	satellite
	YMR023C		YML008C	w303_scaffold_16	66444	66.44	downstream	319760	321340	252165	253316	hypothetical protein	satellite
			YML008C	w303_scaffold_16	68154	68.15	downstream	321470	321542	252165	253316		satellite
	YMR024W		YML008C	w303_scaffold_16	68882	68.88	downstream	322198	323370	252165	253316	hypothetical protein	satellite
	YMR025W		YML008C	w303_scaffold_16	70307	70.31	downstream	323623	324510	252165	253316	hypothetical protein	satellite
	YMR026C		YML008C	w303_scaffold_16	71243	71.24	downstream	324559	325758	252165	253316	hypothetical protein	satellite
	YMR027W		YML008C	w303_scaffold_16	72884	72.88	downstream	326200	327612	252165	253316	hypothetical protein	satellite
	YMR028W		YML008C	w303_scaffold_16	74489	74.49	downstream	327805	328905	252165	253316	hypothetical protein	satellite
	YMR029C		YML008C	w303_scaffold_16	75667	75.67	downstream	328983	330554	252165	253316	hypothetical protein	satellite
	YMR030W		YML008C	w303_scaffold_16	77800	77.8	downstream	331116	332246	252165	253316	hypothetical protein	satellite
	YKL050C		YML008C	w303_scaffold_16	79219	79.22	downstream	332535	335066	252165	253316	hypothetical protein	satellite
	YMR032W		YML008C	w303_scaffold_16	82305	82.31	downstream	335621	337630	252165	253316	hypothetical protein	satellite
	YMR033W		YML008C	w303_scaffold_16	84795	84.8	downstream	338111	339600	252165	253316	hypothetical protein	satellite
	YMR034C		YML008C	w303_scaffold_16	86425	86.42	downstream	339741	341045	252165	253316	hypothetical protein	satellite
	YMR035W		YML008C	w303_scaffold_16	88149	88.15	downstream	341465	341998	252165	253316	hypothetical protein	satellite
	YMR036C		YML008C	w303_scaffold_16	88863	88.86	downstream	342179	343843	252165	253316	hypothetical protein	satellite
	YKL062W		YML008C	w303_scaffold_16	91410	91.41	downstream	344726	346840	252165	253316	hypothetical protein	satellite
	YMR038C		YML008C	w303_scaffold_16	94518	94.52	downstream	347834	348583	252165	253316	hypothetical protein	satellite
	YMR039C		YML008C	w303_scaffold_16	95651	95.65	downstream	348967	349845	252165	253316	hypothetical protein	satellite
	YKL065C		YML008C	w303_scaffold_16	97388	97.39	downstream	350704	351186	252165	253316	hypothetical protein	satellite
	YMR041C		YML008C	w303_scaffold_16	97973	97.97	downstream	351289	352296	252165	253316	hypothetical protein	satellite
			YML008C	w303_scaffold_16	99287	99.29	downstream	352603	352693	252165	253316		satellite
	YMR042W		YML008C	w303_scaffold_16	99610	99.61	downstream	352926	353459	252165	253316	hypothetical protein	satellite
	YML038C		YMR015C	w303_scaffold_16	96765	96.77	upstream	203102	204430	301195	302811	hypothetical protein	satellite
	YML037C		YMR015C	w303_scaffold_16	95460	95.46	upstream	204713	205735	301195	302811	hypothetical protein	satellite
	YML036W		YMR015C	w303_scaffold_16	94575	94.58	upstream	206341	206620	301195	302811	hypothetical protein	satellite
	YML035C		YMR015C	w303_scaffold_16	92008	92.01	upstream	206755	209187	301195	302811	hypothetical protein	satellite
	YDR458C		YMR015C	w303_scaffold_16	89372	89.37	upstream	209853	211823	301195	302811	hypothetical protein	satellite
	YML032C		YMR015C	w303_scaffold_16	86838	86.84	upstream	212843	214357	301195	302811	hypothetical protein	satellite
	YML031W		YMR015C	w303_scaffold_16	84711	84.71	upstream	214517	216484	301195	302811	hypothetical protein	satellite
	YML030W		YMR015C	w303_scaffold_16	83953	83.95	upstream	216763	217242	301195	302811	hypothetical protein	satellite
	YML029W		YMR015C	w303_scaffold_16	80989	80.99	upstream	217690	220206	301195	302811	hypothetical protein	satellite
	YDR453C		YMR015C	w303_scaffold_16	80139	80.14	upstream	220466	221056	301195	302811	hypothetical protein	satellite
	YDR451C		YMR015C	w303_scaffold_16	78304	78.3	upstream	221734	222891	301195	302811	hypothetical protein	satellite
	YDR450W		YMR015C	w303_scaffold_16	77656	77.66	upstream	223315	223539	301195	302811	hypothetical protein	satellite
	YML025C		YMR015C	w303_scaffold_16	75502	75.5	upstream	223925	225693	301195	302811	hypothetical protein	satellite
	YDR447C		YMR015C	w303_scaffold_16	74170	74.17	upstream	226217	227025	301195	302811	hypothetical protein	satellite
	YML023C		YMR015C	w303_scaffold_16	72203	72.2	upstream	227322	228992	301195	302811	hypothetical protein	satellite
	YDR441C		YMR015C	w303_scaffold_16	71367	71.37	upstream	229265	229828	301195	302811	hypothetical protein	satellite
	YML021C		YMR015C	w303_scaffold_16	70054	70.05	upstream	230062	231141	301195	302811	hypothetical protein	satellite
	YML020W		YMR015C	w303_scaffold_16	67724	67.72	upstream	231477	233471	301195	302811	hypothetical protein	satellite
	YML019W		YMR015C	w303_scaffold_16	66413	66.41	upstream	233784	234782	301195	302811	hypothetical protein	satellite
	YDR438W		YMR015C	w303_scaffold_16	64917	64.92	upstream	235097	236278	301195	302811	hypothetical protein	satellite
			YMR015C	w303_scaffold_16	62452	62.45	upstream	238519	238743	301195	302811	hypothetical protein	satellite
	YDR436W		YMR015C	w303_scaffold_16	59333	59.33	upstream	239784	241862	301195	302811	hypothetical protein	satellite
	YML015C		YMR015C	w303_scaffold_16	57840	57.84	upstream	242315	243355	301195	302811	hypothetical protein	satellite
	YML014W		YMR015C	w303_scaffold_16	56805	56.8	upstream	243551	244390	301195	302811	hypothetical protein	satellite
	YML013W		YMR015C	w303_scaffold_16	54966	54.97	upstream	244475	246229	301195	302811	hypothetical protein	satellite
	YML012W		YMR015C	w303_scaffold_16	54118	54.12	upstream	246442	247077	301195	302811	hypothetical protein	satellite
	YML011C		YMR015C	w303_scaffold_16	53441	53.44	upstream	247221	247754	301195	302811	hypothetical protein	satellite
	YML010W		YMR015C	w303_scaffold_16	50001	50.0	upstream	248003	251194	301195	302811	hypothetical protein	satellite
	YMR042W		YMR015C	w303_scaffold_16	50115	50.12	downstream	352926	353459	301195	302811	hypothetical protein	satellite
	YMR043W		YMR015C	w303_scaffold_16	51383	51.38	downstream	354194	355054	301195	302811	hypothetical protein	satellite
	YMR044W		YMR015C	w303_scaffold_16	52896	52.9	downstream	355707	357134	301195	302811	hypothetical protein	satellite
			YMR015C	w303_scaffold_16	58817	58.82	downstream	361628	362950	301195	302811	hypothetical protein	satellite
			YMR015C	w303_scaffold_16	60576	60.58	downstream	363387	363458	301195	302811		satellite
	YKL068W		YMR015C	w303_scaffold_16	60876	60.88	downstream	363687	367028	301195	302811	hypothetical protein	satellite
	YMR048W		YMR015C	w303_scaffold_16	64493	64.49	downstream	367304	368257	301195	302811	hypothetical protein	satellite
	YMR049C		YMR015C	w303_scaffold_16	65606	65.61	downstream	368417	370840	301195	302811	hypothetical protein	satellite
			YMR015C	w303_scaffold_16	69957	69.96	downstream	372768	372841	301195	302811		satellite
			YMR015C	w303_scaffold_16	74515	74.52	downstream	377326	378648	301195	302811	hypothetical protein	satellite
			YMR015C	w303_scaffold_16	76815	76.81	downstream	379626	379731	301195	302811		satellite
	YMR052W		YMR015C	w303_scaffold_16	77098	77.1	downstream	379909	380523	301195	302811	hypothetical protein	satellite
	YKL072W		YMR015C	w303_scaffold_16	77858	77.86	downstream	380669	383221	301195	302811	hypothetical protein	satellite
	YMR054W		YMR015C	w303_scaffold_16	80815	80.81	downstream	383626	386298	301195	302811	hypothetical protein	satellite
	YMR055C		YMR015C	w303_scaffold_16	83613	83.61	downstream	386424	387344	301195	302811	hypothetical protein	satellite
	YMR056C		YMR015C	w303_scaffold_16	84827	84.83	downstream	387638	388567	301195	302811	hypothetical protein	satellite
	YMR058W		YMR015C	w303_scaffold_16	86334	86.33	downstream	389145	391055	301195	302811	hypothetical protein	satellite
	YMR059W		YMR015C	w303_scaffold_16	88551	88.55	downstream	391362	391808	301195	302811	hypothetical protein	satellite
	YMR060C		YMR015C	w303_scaffold_16	89044	89.04	downstream	391855	392838	301195	302811	hypothetical protein	satellite
	YMR061W		YMR015C	w303_scaffold_16	90267	90.27	downstream	393078	395111	301195	302811	hypothetical protein	satellite
	YMR062C		YMR015C	w303_scaffold_16	92566	92.57	downstream	395377	396702	301195	302811	hypothetical protein	satellite
	YMR063W		YMR015C	w303_scaffold_16	94589	94.59	downstream	397400	398119	301195	302811	hypothetical protein	satellite
	YMR064W		YMR015C	w303_scaffold_16	95415	95.42	downstream	398226	399782	301195	302811	hypothetical protein	satellite
	YMR065W		YMR015C	w303_scaffold_16	97214	97.21	downstream	400025	401539	301195	302811	hypothetical protein	satellite
	YMR066W		YMR015C	w303_scaffold_16	99053	99.05	downstream	401864	404560	301195	302811	hypothetical protein	satellite
	YMR154C		YMR202W	w303_scaffold_16	99321	99.32	upstream	566344	568527	667848	668516	hypothetical protein	satellite
	YMR155W		YMR202W	w303_scaffold_16	97309	97.31	upstream	568896	570539	667848	668516	hypothetical protein	satellite
	YMR156C		YMR202W	w303_scaffold_16	96487	96.49	upstream	570645	571361	667848	668516	hypothetical protein	satellite
	YMR157C		YMR202W	w303_scaffold_16	95463	95.46	upstream	571618	572385	667848	668516	hypothetical protein	satellite
	YMR158W		YMR202W	w303_scaffold_16	94792	94.79	upstream	572589	573056	667848	668516	hypothetical protein	satellite
			YMR202W	w303_scaffold_16	94554	94.55	upstream	573222	573294	667848	668516		satellite
	YMR159C		YMR202W	w303_scaffold_16	92582	92.58	upstream	574814	575266	667848	668516	hypothetical protein	satellite
	YMR160W		YMR202W	w303_scaffold_16	89994	89.99	upstream	575404	577854	667848	668516	hypothetical protein	satellite
	YMR161W		YMR202W	w303_scaffold_16	89118	89.12	upstream	578056	578730	667848	668516	hypothetical protein	satellite
	YMR162C		YMR202W	w303_scaffold_16	83589	83.59	upstream	579289	584259	667848	668516	hypothetical protein	satellite
	YMR163C		YMR202W	w303_scaffold_16	81122	81.12	upstream	584609	586726	667848	668516	hypothetical protein	satellite
			YMR202W	w303_scaffold_16	80801	80.8	upstream	586974	587047	667848	668516		satellite
	YMR164C		YMR202W	w303_scaffold_16	77984	77.98	upstream	587612	589864	667848	668516	hypothetical protein	satellite
	YMR165C		YMR202W	w303_scaffold_16	74906	74.91	upstream	590354	592942	667848	668516	hypothetical protein	satellite
	YMR166C		YMR202W	w303_scaffold_16	73061	73.06	upstream	593681	594787	667848	668516	hypothetical protein	satellite
	YMR167W		YMR202W	w303_scaffold_16	70339	70.34	upstream	595200	597509	667848	668516	hypothetical protein	satellite
	YMR168C		YMR202W	w303_scaffold_16	68376	68.38	upstream	597646	599472	667848	668516	hypothetical protein	satellite
	YMR169C		YMR202W	w303_scaffold_16	66662	66.66	upstream	599666	601186	667848	668516	hypothetical protein	satellite
	YMR170C		YMR202W	w303_scaffold_16	64452	64.45	upstream	601876	603396	667848	668516	hypothetical protein	satellite
	YMR171C		YMR202W	w303_scaffold_16	62014	62.01	upstream	604182	605834	667848	668516	hypothetical protein	satellite
	YMR172W		YMR202W	w303_scaffold_16	59394	59.39	upstream	606295	608454	667848	668516	hypothetical protein	satellite
	YMR173W		YMR202W	w303_scaffold_16	57553	57.55	upstream	609003	610295	667848	668516	hypothetical protein	satellite
	YMR174C		YMR202W	w303_scaffold_16	57169	57.17	upstream	610473	610679	667848	668516	hypothetical protein	satellite
	YMR175W		YMR202W	w303_scaffold_16	56279	56.28	upstream	611330	611569	667848	668516	hypothetical protein	satellite
	YMR176W		YMR202W	w303_scaffold_16	51559	51.56	upstream	612054	616289	667848	668516	hypothetical protein	satellite
	YMR224C		YMR202W	w303_scaffold_16	50368	50.37	downstream	718884	720962	667848	668516	hypothetical protein	satellite
	YMR225C		YMR202W	w303_scaffold_16	52753	52.75	downstream	721269	721529	667848	668516	hypothetical protein	satellite
	YMR226C		YMR202W	w303_scaffold_16	53386	53.39	downstream	721902	722705	667848	668516	hypothetical protein	satellite
	YMR227C		YMR202W	w303_scaffold_16	54406	54.41	downstream	722922	724694	667848	668516	hypothetical protein	satellite
	YMR228W		YMR202W	w303_scaffold_16	56419	56.42	downstream	724935	725960	667848	668516	hypothetical protein	satellite
	YMR229C		YMR202W	w303_scaffold_16	57727	57.73	downstream	726243	731432	667848	668516	hypothetical protein	satellite
	YMR230W		YMR202W	w303_scaffold_16	64212	64.21	downstream	732728	733449	667848	668516	hypothetical protein	satellite
	YMR231W		YMR202W	w303_scaffold_16	65337	65.34	downstream	733853	736942	667848	668516	hypothetical protein	satellite
	YMR232W		YMR202W	w303_scaffold_16	68718	68.72	downstream	737234	739267	667848	668516	hypothetical protein	satellite
	YMR233W		YMR202W	w303_scaffold_16	70977	70.98	downstream	739493	740173	667848	668516	hypothetical protein	satellite
	YMR234W		YMR202W	w303_scaffold_16	72058	72.06	downstream	740574	741620	667848	668516	hypothetical protein	satellite
	YMR235C		YMR202W	w303_scaffold_16	73304	73.3	downstream	741820	743043	667848	668516	hypothetical protein	satellite
	YMR236W		YMR202W	w303_scaffold_16	74763	74.76	downstream	743279	743752	667848	668516	hypothetical protein	satellite
	YMR237W		YMR202W	w303_scaffold_16	75541	75.54	downstream	744057	746231	667848	668516	hypothetical protein	satellite
	YMR238W		YMR202W	w303_scaffold_16	78145	78.14	downstream	746661	748037	667848	668516	hypothetical protein	satellite
			YMR202W	w303_scaffold_16	79684	79.68	downstream	748200	748271	667848	668516		satellite
			YMR202W	w303_scaffold_16	84321	84.32	downstream	752837	754159	667848	668516	hypothetical protein	satellite
	YMR239C		YMR202W	w303_scaffold_16	85983	85.98	downstream	754499	755914	667848	668516	hypothetical protein	satellite
	YMR240C		YMR202W	w303_scaffold_16	87651	87.65	downstream	756167	757477	667848	668516	hypothetical protein	satellite
	YMR241W		YMR202W	w303_scaffold_16	89681	89.68	downstream	758197	759141	667848	668516	hypothetical protein	satellite
	YMR242C		YMR202W	w303_scaffold_16	90945	90.94	downstream	759461	760003	667848	668516	hypothetical protein	satellite
	YMR243C		YMR202W	w303_scaffold_16	92558	92.56	downstream	761074	762402	667848	668516	hypothetical protein	satellite
	YMR244W		YMR202W	w303_scaffold_16	94969	94.97	downstream	763485	764552	667848	668516	hypothetical protein	satellite
	YMR244C		YMR202W	w303_scaffold_16	96236	96.24	downstream	764752	765066	667848	668516	hypothetical protein	satellite
	YMR246W		YMR202W	w303_scaffold_16	97526	97.53	downstream	766042	768126	667848	668516	hypothetical protein	satellite
	YLR005W		YLR056W	w303_scaffold_12	98726	98.73	upstream	168967	170352	269078	270175	hypothetical protein	satellite
	YLR006C		YLR056W	w303_scaffold_12	96266	96.27	upstream	170674	172812	269078	270175	hypothetical protein	satellite
	YLR007W		YLR056W	w303_scaffold_12	94757	94.76	upstream	173311	174321	269078	270175	hypothetical protein	satellite
	YLR008C		YLR056W	w303_scaffold_12	94076	94.08	upstream	174496	175002	269078	270175	hypothetical protein	satellite
	YLR009W		YLR056W	w303_scaffold_12	93023	93.02	upstream	175456	176055	269078	270175	hypothetical protein	satellite
	YLR010C		YLR056W	w303_scaffold_12	92357	92.36	upstream	176239	176721	269078	270175	hypothetical protein	satellite
			YLR056W	w303_scaffold_12	92134	92.13	upstream	176863	176944	269078	270175		satellite
			YLR056W	w303_scaffold_12	87084	87.08	upstream	177954	181994	269078	270175	hypothetical protein	satellite
			YLR056W	w303_scaffold_12	84516	84.52	upstream	183987	184562	269078	270175	hypothetical protein	satellite
			YLR056W	w303_scaffold_12	83844	83.84	upstream	184866	185234	269078	270175	hypothetical protein	satellite
	YLR013W		YLR056W	w303_scaffold_12	82430	82.43	upstream	186223	186648	269078	270175	hypothetical protein	satellite
	YLR014C		YLR056W	w303_scaffold_12	79212	79.21	upstream	187152	189866	269078	270175	hypothetical protein	satellite
	YLR015W		YLR056W	w303_scaffold_12	77450	77.45	upstream	190111	191628	269078	270175	hypothetical protein	satellite
	YLR016C		YLR056W	w303_scaffold_12	76778	76.78	upstream	191686	192300	269078	270175	hypothetical protein	satellite
	YLR017W		YLR056W	w303_scaffold_12	75573	75.57	upstream	192492	193505	269078	270175	hypothetical protein	satellite
	YLR018C		YLR056W	w303_scaffold_12	74588	74.59	upstream	193591	194490	269078	270175	hypothetical protein	satellite
	YLL010C		YLR056W	w303_scaffold_12	72712	72.71	upstream	195173	196366	269078	270175	hypothetical protein	satellite
	YLL012W		YLR056W	w303_scaffold_12	70789	70.79	upstream	196673	198289	269078	270175	hypothetical protein	satellite
	YLR021W		YLR056W	w303_scaffold_12	70032	70.03	upstream	198507	199046	269078	270175	hypothetical protein	satellite
	YLR022C		YLR056W	w303_scaffold_12	69268	69.27	upstream	199058	199810	269078	270175	hypothetical protein	satellite
	YLR023C		YLR056W	w303_scaffold_12	67064	67.06	upstream	200383	202014	269078	270175	hypothetical protein	satellite
	YLR024C		YLR056W	w303_scaffold_12	60912	60.91	upstream	202548	208166	269078	270175	hypothetical protein	satellite
	YLR025W		YLR056W	w303_scaffold_12	59019	59.02	upstream	209337	210059	269078	270175	hypothetical protein	satellite
	YLR026C		YLR056W	w303_scaffold_12	57724	57.72	upstream	210332	211354	269078	270175	hypothetical protein	satellite
	YLR027C		YLR056W	w303_scaffold_12	56072	56.07	upstream	211708	213006	269078	270175	hypothetical protein	satellite
	YLR028C		YLR056W	w303_scaffold_12	52884	52.88	upstream	214419	216194	269078	270175	hypothetical protein	satellite
	YLR029C		YLR056W	w303_scaffold_12	51609	51.61	upstream	216855	217469	269078	270175	hypothetical protein	satellite
			YLR056W	w303_scaffold_12	50112	50.11	upstream	218169	218966	269078	270175	hypothetical protein	satellite
	YLR087C		YLR056W	w303_scaffold_12	51943	51.94	downstream	322118	330994	269078	270175	hypothetical protein	satellite
	YLR088W		YLR056W	w303_scaffold_12	61195	61.2	downstream	331370	333214	269078	270175	hypothetical protein	satellite
	YDR111C		YLR056W	w303_scaffold_12	63325	63.33	downstream	333500	335278	269078	270175	hypothetical protein	satellite
	YLR090W		YLR056W	w303_scaffold_12	65789	65.79	downstream	335964	337343	269078	270175	hypothetical protein	satellite
	YLR091W		YLR056W	w303_scaffold_12	67383	67.38	downstream	337558	338439	269078	270175	hypothetical protein	satellite
	YLR092W		YLR056W	w303_scaffold_12	68630	68.63	downstream	338805	341486	269078	270175	hypothetical protein	satellite
	YLR093C		YLR056W	w303_scaffold_12	71598	71.6	downstream	341773	342528	269078	270175	hypothetical protein	satellite
	YLR094C		YLR056W	w303_scaffold_12	72826	72.83	downstream	343001	344509	269078	270175	hypothetical protein	satellite
	YLR095C		YLR056W	w303_scaffold_12	74773	74.77	downstream	344948	347392	269078	270175	hypothetical protein	satellite
	YDR122W		YLR056W	w303_scaffold_12	77691	77.69	downstream	347866	351309	269078	270175	hypothetical protein	satellite
	YLR097C		YLR056W	w303_scaffold_12	81332	81.33	downstream	351507	352541	269078	270175	hypothetical protein	satellite
	YLR098C		YLR056W	w303_scaffold_12	82628	82.63	downstream	352803	354749	269078	270175	hypothetical protein	satellite
	YDR125C		YLR056W	w303_scaffold_12	84835	84.83	downstream	355010	356194	269078	270175	hypothetical protein	satellite
	YLR099W		YLR056W	w303_scaffold_12	86420	86.42	downstream	356595	356858	269078	270175	hypothetical protein	satellite
	YLR100W		YLR056W	w303_scaffold_12	86905	86.91	downstream	357080	358123	269078	270175	hypothetical protein	satellite
	YLR102C		YLR056W	w303_scaffold_12	88065	88.06	downstream	358240	359037	269078	270175	hypothetical protein	satellite
	YLR103C		YLR056W	w303_scaffold_12	89083	89.08	downstream	359258	361210	269078	270175	hypothetical protein	satellite
	YLR104W		YLR056W	w303_scaffold_12	91679	91.68	downstream	361854	362249	269078	270175	hypothetical protein	satellite
	YLR105C		YLR056W	w303_scaffold_12	92141	92.14	downstream	362316	363449	269078	270175	hypothetical protein	satellite
	YLR106C		YLR056W	w303_scaffold_12	94099	94.1	downstream	364274	379006	269078	270175	hypothetical protein	satellite
	YGL071W		YGL012W	w303_scaffold_7	99172	99.17	upstream	368605	370677	469849	471270	hypothetical protein	satellite
	YGL070C		YGL012W	w303_scaffold_7	98429	98.43	upstream	371052	371420	469849	471270	hypothetical protein	satellite
	YGL068W		YGL012W	w303_scaffold_7	97585	97.58	upstream	371680	372264	469849	471270	hypothetical protein	satellite
	YGL067W		YGL012W	w303_scaffold_7	96001	96.0	upstream	372694	373848	469849	471270	hypothetical protein	satellite
	YGL066W		YGL012W	w303_scaffold_7	93674	93.67	upstream	374202	376175	469849	471270	hypothetical protein	satellite
	YGL065C		YGL012W	w303_scaffold_7	91985	91.98	upstream	376353	377864	469849	471270	hypothetical protein	satellite
	YGL064C		YGL012W	w303_scaffold_7	90048	90.05	upstream	378116	379801	469849	471270	hypothetical protein	satellite
	YGL063W		YGL012W	w303_scaffold_7	88490	88.49	upstream	380005	381359	469849	471270	hypothetical protein	satellite
	YBR218C		YGL012W	w303_scaffold_7	84524	84.52	upstream	381789	385325	469849	471270	hypothetical protein	satellite
	YGL061C		YGL012W	w303_scaffold_7	83545	83.55	upstream	385561	386304	469849	471270	hypothetical protein	satellite
	YBR216C		YGL012W	w303_scaffold_7	81266	81.27	upstream	386565	388583	469849	471270	hypothetical protein	satellite
	YGL059W		YGL012W	w303_scaffold_7	79558	79.56	upstream	388816	390291	469849	471270	hypothetical protein	satellite
	YGL058W		YGL012W	w303_scaffold_7	78752	78.75	upstream	390579	391097	469849	471270	hypothetical protein	satellite
	YGL057C		YGL012W	w303_scaffold_7	77427	77.43	upstream	391559	392422	469849	471270	hypothetical protein	satellite
	YBR214W		YGL012W	w303_scaffold_7	75638	75.64	upstream	392628	394211	469849	471270	hypothetical protein	satellite
	YGL055W		YGL012W	w303_scaffold_7	73096	73.1	upstream	395221	396753	469849	471270	hypothetical protein	satellite
	YBR210W		YGL012W	w303_scaffold_7	71927	71.93	upstream	397506	397922	469849	471270	hypothetical protein	satellite
			YGL012W	w303_scaffold_7	71616	71.62	upstream	398162	398233	469849	471270		satellite
	YGL053W		YGL012W	w303_scaffold_7	69912	69.91	upstream	399224	399937	469849	471270	hypothetical protein	satellite
	YGL051W		YGL012W	w303_scaffold_7	68823	68.82	upstream	400322	401026	469849	471270	hypothetical protein	satellite
			YGL012W	w303_scaffold_7	67672	67.67	upstream	402106	402177	469849	471270		satellite
	YGL050W		YGL012W	w303_scaffold_7	66616	66.62	upstream	402412	403233	469849	471270	hypothetical protein	satellite
	YGL049C		YGL012W	w303_scaffold_7	63609	63.61	upstream	403496	406240	469849	471270	hypothetical protein	satellite
	YGL048C		YGL012W	w303_scaffold_7	61927	61.93	upstream	406705	407922	469849	471270	hypothetical protein	satellite
	YGL047W		YGL012W	w303_scaffold_7	61053	61.05	upstream	408188	408796	469849	471270	hypothetical protein	satellite
			YGL012W	w303_scaffold_7	60846	60.85	upstream	408930	409003	469849	471270		satellite
	YGL045W		YGL012W	w303_scaffold_7	57483	57.48	upstream	410738	412366	469849	471270	hypothetical protein	satellite
	YGL044C		YGL012W	w303_scaffold_7	56177	56.18	upstream	412782	413672	469849	471270	hypothetical protein	satellite
	YGL043W		YGL012W	w303_scaffold_7	54801	54.8	upstream	414119	415048	469849	471270	hypothetical protein	satellite
	YGL041W		YGL012W	w303_scaffold_7	53924	53.92	upstream	415461	415925	469849	471270	hypothetical protein	satellite
	YGL040C		YGL012W	w303_scaffold_7	52658	52.66	upstream	416163	417191	469849	471270	hypothetical protein	satellite
			YGL012W	w303_scaffold_7	50008	50.01	upstream	419728	419841	469849	471270		satellite
	YGR019W		YGL012W	w303_scaffold_7	50953	50.95	downstream	522223	523638	469849	471270	hypothetical protein	satellite
	YGR020C		YGL012W	w303_scaffold_7	52697	52.7	downstream	523967	524323	469849	471270	hypothetical protein	satellite
	YGR021W		YGL012W	w303_scaffold_7	53356	53.36	downstream	524626	525498	469849	471270	hypothetical protein	satellite
	YGR023W		YGL012W	w303_scaffold_7	54988	54.99	downstream	526258	528000	469849	471270	hypothetical protein	satellite
			YGL012W	w303_scaffold_7	57421	57.42	downstream	528691	528762	469849	471270		satellite
	YGR024C		YGL012W	w303_scaffold_7	57694	57.69	downstream	528964	529677	469849	471270	hypothetical protein	satellite
	YGR026W		YGL012W	w303_scaffold_7	58796	58.8	downstream	530066	530902	469849	471270	hypothetical protein	satellite
	YGR027C		YGL012W	w303_scaffold_7	59944	59.94	downstream	531214	531540	469849	471270	hypothetical protein	satellite
			YGL012W	w303_scaffold_7	61869	61.87	downstream	533139	534461	469849	471270	hypothetical protein	satellite
			YGL012W	w303_scaffold_7	67662	67.66	downstream	538932	539003	469849	471270		satellite
	YGR028W		YGL012W	w303_scaffold_7	68015	68.02	downstream	539285	540373	469849	471270	hypothetical protein	satellite
	YGR029W		YGL012W	w303_scaffold_7	69383	69.38	downstream	540653	541287	469849	471270	hypothetical protein	satellite
			YGL012W	w303_scaffold_7	70389	70.39	downstream	541659	541730	469849	471270		satellite
	YGR030C		YGL012W	w303_scaffold_7	71493	71.49	downstream	542763	543239	469849	471270	hypothetical protein	satellite
	YGR031W		YGL012W	w303_scaffold_7	72253	72.25	downstream	543523	544551	469849	471270	hypothetical protein	satellite
	YGR032W		YGL012W	w303_scaffold_7	74076	74.08	downstream	545346	551033	469849	471270	hypothetical protein	satellite
	YGR033C		YGL012W	w303_scaffold_7	80060	80.06	downstream	551330	552049	469849	471270	hypothetical protein	satellite
	YGR034W		YGL012W	w303_scaffold_7	81624	81.62	downstream	552894	553800	469849	471270	hypothetical protein	satellite
	YGR035C		YGL012W	w303_scaffold_7	82930	82.93	downstream	554200	554550	469849	471270	hypothetical protein	satellite
	YGR036C		YGL012W	w303_scaffold_7	84007	84.01	downstream	555277	555996	469849	471270	hypothetical protein	satellite
			YGL012W	w303_scaffold_7	85589	85.59	downstream	556859	557122	469849	471270	hypothetical protein	satellite
	YGR038W		YGL012W	w303_scaffold_7	86540	86.54	downstream	557810	558478	469849	471270	hypothetical protein	satellite
			YGL012W	w303_scaffold_7	87520	87.52	downstream	558790	558871	469849	471270		satellite
			YGL012W	w303_scaffold_7	92003	92.0	downstream	563273	564595	469849	471270	hypothetical protein	satellite
			YGL012W	w303_scaffold_7	94953	94.95	downstream	566223	568526	469849	471270	hypothetical protein	satellite
