#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JRIU01000392.1	1	2426	2	217	8.94477	0.12366	40	60
JRIU01000391.1	1	255	254	255	100	121.565	39.2	55.2
JRIU01000390.1	1	1850	957	1190	64.3243	67.1038	39.1	46.8
JRIU01000389.1	1	306	289	306	100	105.092	38.9	51.2
JRIU01000388.1	1	1501	485	890	59.2938	39.6329	39.1	53.1
JRIU01000387.1	1	366	224	366	100	51.7568	39	35
JRIU01000386.1	1	2079	2081	1510	72.6311	142.832	39.1	59.1
JRIU01000385.1	1	768	646	768	100	116.569	39	57.8
JRIU01000384.1	1	908	611	908	100	94.0771	39.2	59.1
JRIU01000383.1	1	2264	2677	1508	66.6078	160.341	39.1	59.9
JRIU01000382.1	1	325	286	325	100	115.246	39	59.9
JRIU01000381.1	1	2028	1538	1339	66.0256	106.547	39.3	60
JRIU01000380.1	1	3356	2235	2255	67.1931	80.1043	38.9	53.1
JRIU01000379.1	1	319	99	319	100	43.9436	39.4	59.1
JRIU01000378.1	1	2401	879	1223	50.9371	48.4823	39.2	59.1
JRIU01000377.1	1	263	151	263	100	71.384	39	52.3
JRIU01000376.1	1	766	655	766	100	107.794	39	56.3
JRIU01000375.1	1	2465	990	1783	72.3327	53.2637	39	45.6
JRIU01000374.1	1	746	429	746	100	82.13	39.1	59.6
JRIU01000373.1	1	967	808	635	65.667	110.545	39.1	59.8
JRIU01000372.1	1	844	1333	844	100	202.226	39.1	57.5
JRIU01000414.1	1	2135	0	0	0	0	0	0
JRIU01000409.1	1	593	0	0	0	0	0	0
JRIU01000393.1	1	250	0	0	0	0	0	0
