#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JRIU01000389.1	1	306	396	306	100	138.941	38.9	51.4
JRIU01000388.1	1	1501	826	890	59.2938	69.8548	39.1	55.6
JRIU01000387.1	1	366	360	366	100	83.7814	38.7	36.8
JRIU01000386.1	1	2079	2865	1508	72.5349	193.423	38.9	59.4
JRIU01000385.1	1	768	1000	768	100	176.88	38.9	58
JRIU01000384.1	1	908	949	908	100	147.091	39.1	59.3
JRIU01000383.1	1	2264	3304	1509	66.6519	198.825	39	59.9
JRIU01000382.1	1	325	418	325	100	165.114	39	59.7
JRIU01000381.1	1	2028	2335	1341	66.1243	158.535	39.1	59.9
JRIU01000380.1	1	3356	3433	2255	67.1931	124.098	38.9	53.5
JRIU01000379.1	1	319	155	319	100	68.3605	39.3	59.3
JRIU01000378.1	1	2401	1309	1224	50.9788	72.491	38.9	59.2
JRIU01000377.1	1	263	239	263	100	107.35	39	51.9
JRIU01000376.1	1	766	1065	766	100	180.145	39	56.5
JRIU01000375.1	1	2465	1576	1784	72.3732	85.0584	39	47.7
JRIU01000374.1	1	746	773	746	100	145.479	39	59.8
JRIU01000373.1	1	967	1126	635	65.667	148.916	39	59.7
JRIU01000372.1	1	844	1813	844	100	278.558	39	58
JRIU01000414.1	1	2135	0	0	0	0	0	0
JRIU01000409.1	1	593	0	0	0	0	0	0
JRIU01000393.1	1	250	0	0	0	0	0	0
JRIU01000392.1	1	2426	0	0	0	0	0	0
