Scaffold,Start,End,Region_Size,Treatments,Treatment_Count,Avg_Enrichment,Max_Treatment,Max_Enrichment,Enrichment_Details
JRIU01000375.1,400,1400,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000098.1,0,1000,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000098.1,200,1200,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000098.1,400,1400,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000115.1,14600,15600,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000123.1,93200,94200,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000123.1,93000,94000,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000123.1,92800,93800,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000149.1,200,1200,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000149.1,400,1400,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000149.1,600,1600,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000149.1,800,1800,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000149.1,1000,2000,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000375.1,600,1600,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000094.1,78200,79200,1000,"WT-37, WTA, STC",3,287.7318595375213,WTA,522.0192115384616,"{'WT-37': {'Fold_Enrichment': 248.8464385026738, 'Q_Value': 2.5287202628139955e-08}, 'WTA': {'Fold_Enrichment': 522.0192115384616, 'Q_Value': 0.0}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}}"
JRIU01000243.1,200,1200,1000,"WTA, STC, CAS",3,287.5356283716283,CAS,528.7986818181818,"{'WTA': {'Fold_Enrichment': 149.14834615384615, 'Q_Value': 0.0003619980386404542}, 'STC': {'Fold_Enrichment': 184.65985714285713, 'Q_Value': 0.00026865440541201907}, 'CAS': {'Fold_Enrichment': 528.7986818181818, 'Q_Value': 4.507505479978135e-14}}"
JRIU01000243.1,400,1400,1000,"WTA, STC, CAS",3,199.40251473526473,CAS,264.3993409090909,"{'WTA': {'Fold_Enrichment': 149.14834615384615, 'Q_Value': 0.0003619980386404542}, 'STC': {'Fold_Enrichment': 184.65985714285713, 'Q_Value': 0.00026865440541201907}, 'CAS': {'Fold_Enrichment': 264.3993409090909, 'Q_Value': 2.2274606070182834e-06}}"
JRIU01000243.1,600,1600,1000,"WTA, STC, CAS",3,199.40251473526473,CAS,264.3993409090909,"{'WTA': {'Fold_Enrichment': 149.14834615384615, 'Q_Value': 0.0003619980386404542}, 'STC': {'Fold_Enrichment': 184.65985714285713, 'Q_Value': 0.00026865440541201907}, 'CAS': {'Fold_Enrichment': 264.3993409090909, 'Q_Value': 2.2274606070182834e-06}}"
JRIU01000103.1,85800,86800,1000,"WT-37, WTA, CAS",3,191.42033730974904,WT-37,248.8464385026738,"{'WT-37': {'Fold_Enrichment': 248.8464385026738, 'Q_Value': 2.5287202628139955e-08}, 'WTA': {'Fold_Enrichment': 149.14834615384615, 'Q_Value': 0.0003619980386404542}, 'CAS': {'Fold_Enrichment': 176.26622727272726, 'Q_Value': 0.0002759347333236832}}"
JRIU01000103.1,85600,86600,1000,"WT-37, WTA, CAS",3,191.42033730974904,WT-37,248.8464385026738,"{'WT-37': {'Fold_Enrichment': 248.8464385026738, 'Q_Value': 2.5287202628139955e-08}, 'WTA': {'Fold_Enrichment': 149.14834615384615, 'Q_Value': 0.0003619980386404542}, 'CAS': {'Fold_Enrichment': 176.26622727272726, 'Q_Value': 0.0002759347333236832}}"
JRIU01000095.1,33000,34000,1000,"WT-37, WTA, CAS",3,149.94593089263677,CAS,176.26622727272726,"{'WT-37': {'Fold_Enrichment': 124.4232192513369, 'Q_Value': 0.000564935111609448}, 'WTA': {'Fold_Enrichment': 149.14834615384615, 'Q_Value': 0.0003619980386404542}, 'CAS': {'Fold_Enrichment': 176.26622727272726, 'Q_Value': 0.0002759347333236832}}"
JRIU01000095.1,32800,33800,1000,"WT-37, WTA, CAS",3,149.94593089263677,CAS,176.26622727272726,"{'WT-37': {'Fold_Enrichment': 124.4232192513369, 'Q_Value': 0.000564935111609448}, 'WTA': {'Fold_Enrichment': 149.14834615384615, 'Q_Value': 0.0003619980386404542}, 'CAS': {'Fold_Enrichment': 176.26622727272726, 'Q_Value': 0.0002759347333236832}}"
JRIU01000095.1,32600,33600,1000,"WT-37, WTA, CAS",3,149.94593089263677,CAS,176.26622727272726,"{'WT-37': {'Fold_Enrichment': 124.4232192513369, 'Q_Value': 0.000564935111609448}, 'WTA': {'Fold_Enrichment': 149.14834615384615, 'Q_Value': 0.0003619980386404542}, 'CAS': {'Fold_Enrichment': 176.26622727272726, 'Q_Value': 0.0002759347333236832}}"
JRIU01000095.1,33200,34200,1000,"WT-37, WTA, CAS",3,149.94593089263677,CAS,176.26622727272726,"{'WT-37': {'Fold_Enrichment': 124.4232192513369, 'Q_Value': 0.000564935111609448}, 'WTA': {'Fold_Enrichment': 149.14834615384615, 'Q_Value': 0.0003619980386404542}, 'CAS': {'Fold_Enrichment': 176.26622727272726, 'Q_Value': 0.0002759347333236832}}"
JRIU01000147.1,200,1200,1000,"WT-37, WTA, CAS",3,149.94593089263677,CAS,176.26622727272726,"{'WT-37': {'Fold_Enrichment': 124.4232192513369, 'Q_Value': 0.000564935111609448}, 'WTA': {'Fold_Enrichment': 149.14834615384615, 'Q_Value': 0.0003619980386404542}, 'CAS': {'Fold_Enrichment': 176.26622727272726, 'Q_Value': 0.0002759347333236832}}"
JRIU01000147.1,0,1000,1000,"WT-37, WTA, CAS",3,149.94593089263677,CAS,176.26622727272726,"{'WT-37': {'Fold_Enrichment': 124.4232192513369, 'Q_Value': 0.000564935111609448}, 'WTA': {'Fold_Enrichment': 149.14834615384615, 'Q_Value': 0.0003619980386404542}, 'CAS': {'Fold_Enrichment': 176.26622727272726, 'Q_Value': 0.0002759347333236832}}"
JRIU01000095.1,32400,33400,1000,"WT-37, WTA, CAS",3,149.94593089263677,CAS,176.26622727272726,"{'WT-37': {'Fold_Enrichment': 124.4232192513369, 'Q_Value': 0.000564935111609448}, 'WTA': {'Fold_Enrichment': 149.14834615384615, 'Q_Value': 0.0003619980386404542}, 'CAS': {'Fold_Enrichment': 176.26622727272726, 'Q_Value': 0.0002759347333236832}}"
JRIU01000031.1,45800,46800,1000,"WT-37, WTA, CAS",3,120.56822634718223,WTA,149.14834615384615,"{'WT-37': {'Fold_Enrichment': 124.4232192513369, 'Q_Value': 0.000564935111609448}, 'WTA': {'Fold_Enrichment': 149.14834615384615, 'Q_Value': 0.0003619980386404542}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000324.1,0,1000,1000,"WTA, STC, CAS",3,114.39010964035964,CAS,176.26622727272726,"{'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 176.26622727272726, 'Q_Value': 0.0002759347333236832}}"
JRIU01000033.1,61400,62400,1000,"WTA, STC, CAS",3,85.01240509490509,STC,92.32992857142857,"{'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000033.1,61600,62600,1000,"WTA, STC, CAS",3,85.01240509490509,STC,92.32992857142857,"{'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000033.1,61800,62800,1000,"WTA, STC, CAS",3,85.01240509490509,STC,92.32992857142857,"{'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000033.1,62000,63000,1000,"WTA, STC, CAS",3,85.01240509490509,STC,92.32992857142857,"{'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000176.1,124400,125400,1000,"WTA, STC, CAS",3,85.01240509490509,STC,92.32992857142857,"{'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000176.1,124600,125600,1000,"WTA, STC, CAS",3,85.01240509490509,STC,92.32992857142857,"{'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000176.1,124800,125800,1000,"WTA, STC, CAS",3,85.01240509490509,STC,92.32992857142857,"{'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000176.1,125000,126000,1000,"WTA, STC, CAS",3,85.01240509490509,STC,92.32992857142857,"{'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000176.1,125200,126200,1000,"WTA, STC, CAS",3,85.01240509490509,STC,92.32992857142857,"{'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000292.1,1200,2200,1000,"WTA, STC, CAS",3,85.01240509490509,STC,92.32992857142857,"{'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000292.1,1400,2400,1000,"WTA, STC, CAS",3,85.01240509490509,STC,92.32992857142857,"{'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000292.1,1600,2600,1000,"WTA, STC, CAS",3,85.01240509490509,STC,92.32992857142857,"{'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000292.1,1800,2800,1000,"WTA, STC, CAS",3,85.01240509490509,STC,92.32992857142857,"{'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000027.1,22800,23800,1000,"WT-37, STC, CAS",3,80.89155061115355,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000027.1,23000,24000,1000,"WT-37, STC, CAS",3,80.89155061115355,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000027.1,23200,24200,1000,"WT-37, STC, CAS",3,80.89155061115355,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000027.1,23400,24400,1000,"WT-37, STC, CAS",3,80.89155061115355,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000027.1,23600,24600,1000,"WT-37, STC, CAS",3,80.89155061115355,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000052.1,42600,43600,1000,"WT-37, WTA, STC",3,76.3719037580067,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}}"
JRIU01000052.1,42400,43400,1000,"WT-37, WTA, STC",3,76.3719037580067,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}}"
JRIU01000052.1,42800,43800,1000,"WT-37, WTA, STC",3,76.3719037580067,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}}"
JRIU01000052.1,43000,44000,1000,"WT-37, WTA, STC",3,76.3719037580067,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}}"
JRIU01000052.1,43200,44200,1000,"WT-37, WTA, STC",3,76.3719037580067,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}}"
JRIU01000183.1,96000,97000,1000,"WT-37, WTA, STC",3,76.3719037580067,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}}"
JRIU01000183.1,96200,97200,1000,"WT-37, WTA, STC",3,76.3719037580067,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}}"
JRIU01000183.1,96400,97400,1000,"WT-37, WTA, STC",3,76.3719037580067,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}}"
JRIU01000183.1,96600,97600,1000,"WT-37, WTA, STC",3,76.3719037580067,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}}"
JRIU01000183.1,95800,96800,1000,"WT-37, WTA, STC",3,76.3719037580067,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}}"
JRIU01000176.1,64200,65200,1000,"WT-37, WTA, STC",3,76.3719037580067,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}}"
JRIU01000176.1,64400,65400,1000,"WT-37, WTA, STC",3,76.3719037580067,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}}"
JRIU01000176.1,64600,65600,1000,"WT-37, WTA, STC",3,76.3719037580067,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}}"
JRIU01000176.1,64800,65800,1000,"WT-37, WTA, STC",3,76.3719037580067,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}}"
JRIU01000176.1,65000,66000,1000,"WT-37, WTA, STC",3,76.3719037580067,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}}"
JRIU01000154.1,0,1000,1000,"WT-37, WTA, STC",3,76.3719037580067,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}}"
JRIU01000154.1,200,1200,1000,"WT-37, WTA, STC",3,76.3719037580067,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}}"
JRIU01000154.1,400,1400,1000,"WT-37, WTA, STC",3,76.3719037580067,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}}"
JRIU01000154.1,600,1600,1000,"WT-37, WTA, STC",3,76.3719037580067,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}}"
JRIU01000126.1,80000,81000,1000,"WT-37, WTA, STC",3,76.3719037580067,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}}"
JRIU01000031.1,127000,128000,1000,"WT-37, WTA, CAS",3,74.97296544631838,CAS,88.13311363636363,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
